Tempo Movimento SUB 1,Tempo Movimento SUB 2,Asincronia Tempo Movimento,Start SUB1,Start SUB2,Asincronia Start,Stop SUB 1,Stop SUB 2,Asincronia Grasp,Tocco Effettivo SUB1,Tocco Effettivo SUB2,numero di trials,Sub-conditions,Tocco Atteso SUB1,Tocco Atteso SUB2,Accuratezza SUB1,Accuratezza SUB2,Accuratezza Coppia,Participant,Session,Condition,triggers,Trial Start (clock time),Trial Stop (clock time)
645,865,220,3240,3256,16,3930,4152,222,1,1,1,oppo-oppo,,,0,0,0,1,2,FREE/OPPOSITE,1,16:50:12.612,16:50:17.056
669,589,80,4691,4707,16,5410,5347,63,1,1,2,oppo-oppo,,,0,0,0,1,2,FREE/OPPOSITE,1,16:50:20.292,16:50:25.704
692,696,4,3465,3417,48,4201,4137,64,1,1,3,oppo-oppo,,,0,0,0,1,2,FREE/OPPOSITE,1,16:50:28.536,16:50:32.739
555,615,60,3990,4038,48,4599,4693,94,1,1,4,oppo-oppo,,,0,0,0,1,2,FREE/OPPOSITE,1,16:50:35.210,16:50:39.916
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
