frame_index,t_perf_counter_s,t_unix_s
0,5790.9080143,1789393971.1406374
1,5791.90886,1789393972.141483
2,5792.9088925,1789393973.141515
3,5793.9099097,1789393974.142533
4,5794.9101089,1789393975.1427314
5,5795.9102406,1789393976.142863
6,5796.9111364,1789393977.143759
7,5797.911997,1789393978.1446197
8,5798.9124077,1789393979.1450305
9,5799.913056,1789393980.1456785
