frame_index,t_perf_counter_s,t_unix_s
289,1697.6153158,1789401590.8472679
290,1697.6464987,1789401590.8784504
291,1697.6771941,1789401590.909146
292,1697.7079873,1789401590.9399393
293,1697.7386521,1789401590.970604
294,1697.7699012,1789401591.0018535
295,1697.8022647,1789401591.034217
296,1697.8336154,1789401591.0655673
297,1697.8640942,1789401591.096046
298,1697.8944871,1789401591.126439
299,1697.9113783,1789401591.14333
300,1697.942838,1789401591.1747904
301,1697.9718629,1789401591.203816
302,1698.0030544,1789401591.2350068
303,1698.0358337,1789401591.267786
304,1698.0666404,1789401591.2985926
305,1698.0985819,1789401591.330534
306,1698.1318016,1789401591.3637536
307,1698.1630455,1789401591.3949976
308,1698.1933419,1789401591.425294
309,1698.2241169,1789401591.4560695
310,1698.2576786,1789401591.4896307
311,1698.2872454,1789401591.5191972
312,1698.3193726,1789401591.5513244
313,1698.350318,1789401591.5822701
314,1698.3823199,1789401591.614272
315,1698.4136841,1789401591.645636
316,1698.4465571,1789401591.678509
317,1698.4784413,1789401591.7103937
318,1698.5097594,1789401591.7417119
319,1698.5403361,1789401591.772288
320,1698.5722668,1789401591.8042188
321,1698.602161,1789401591.8341134
322,1698.6340861,1789401591.8660383
323,1698.6641508,1789401591.8961027
324,1698.6949962,1789401591.926948
325,1698.7265842,1789401591.9585361
326,1698.7573977,1789401591.9893494
327,1698.78732,1789401592.0192716
328,1698.8189915,1789401592.050944
329,1698.8494433,1789401592.081395
330,1698.8819362,1789401592.1138885
331,1698.9129497,1789401592.144902
332,1698.9434353,1789401592.1753874
333,1698.9741726,1789401592.2061243
334,1699.0061151,1789401592.2380674
335,1699.0384269,1789401592.2703793
336,1699.0698989,1789401592.3018508
337,1699.1003473,1789401592.332299
338,1699.1317454,1789401592.3636978
339,1699.1599927,1789401592.3919446
340,1699.1934927,1789401592.4254446
341,1699.2230711,1789401592.455025
342,1699.2534146,1789401592.4853666
343,1699.2864505,1789401592.518402
344,1699.3154393,1789401592.5473912
345,1699.3466286,1789401592.5785804
346,1699.3792339,1789401592.611186
347,1699.4093139,1789401592.6412659
348,1699.4412047,1789401592.673157
349,1699.4716615,1789401592.7036135
350,1699.5030722,1789401592.7350242
351,1699.5352574,1789401592.76721
352,1699.5650868,1789401592.797039
353,1699.5794554,1789401592.8114073
354,1699.5959532,1789401592.827905
355,1699.6285249,1789401592.860477
356,1699.6618642,1789401592.8938165
357,1699.6916743,1789401592.923627
358,1699.7205314,1789401592.9524841
359,1699.7506623,1789401592.982615
360,1699.7823113,1789401593.014264
361,1699.814113,1789401593.0460653
362,1699.8431359,1789401593.0750885
363,1699.8755022,1789401593.1074548
364,1699.9061766,1789401593.1381302
365,1699.9392814,1789401593.1712332
366,1699.9678562,1789401593.1998086
367,1699.9839004,1789401593.2158523
368,1699.9992909,1789401593.2312434
369,1700.0152075,1789401593.2471597
370,1700.0470867,1789401593.2790384
371,1700.0780301,1789401593.3099828
372,1700.1090471,1789401593.3409996
373,1700.1399919,1789401593.3719442
374,1700.1714967,1789401593.4034488
375,1700.2032867,1789401593.435239
376,1700.2335801,1789401593.4655318
377,1700.2644698,1789401593.4964216
378,1700.29593,1789401593.527882
379,1700.3270064,1789401593.558958
380,1700.3593882,1789401593.5913403
381,1700.3896189,1789401593.6215708
382,1700.4213229,1789401593.6532748
383,1700.4519337,1789401593.6838858
384,1700.4825109,1789401593.7144635
385,1700.5143435,1789401593.7462957
386,1700.5451829,1789401593.7771344
387,1700.5760786,1789401593.8080306
388,1700.6067439,1789401593.838696
389,1700.6235028,1789401593.8554556
390,1700.6542796,1789401593.8862321
391,1700.6849571,1789401593.9169087
392,1700.7142485,1789401593.9462008
393,1700.7288359,1789401593.960788
394,1700.7502263,1789401593.982178
