frame_index,t_perf_counter_s,t_unix_s
0,1423.4230905,1789460959.65407
1,1424.4232785,1789460960.6542583
2,1425.4240576,1789460961.655037
3,1426.4249202,1789460962.6559
4,1427.4254404,1789460963.6564195
