frame_index,t_perf_counter_s,t_unix_s
0,8469.7826253,1789396650.0152478
1,8470.7828339,1789396651.0154567
2,8471.783613,1789396652.0162363
3,8472.7840956,1789396653.0167186
4,8473.7848812,1789396654.0175042
5,8474.7849857,1789396655.0176091
6,8475.7855776,1789396656.0182006
7,8476.7857282,1789396657.0183513
8,8477.7865503,1789396658.0191734
9,8478.7871371,1789396659.0197601
