frame_index,t_perf_counter_s,t_unix_s
0,8964.332242,1789397144.564866
1,8965.333129,1789397145.5657525
2,8966.3336995,1789397146.5663223
3,8967.3341418,1789397147.5667646
4,8968.3351155,1789397148.567738
5,8969.3352598,1789397149.5678835
6,8970.3360928,1789397150.568716
